PhraseId,SentenceId,Phrase,Sentiment,Bert_Loss,Bert_Logits,Bert_Labels,RoBerta_Loss,RoBerta_Logits,RoBerta_Labels,Albert_Loss,Albert_Logits,Albert_Labels
409,15,"still like Moonlight Mile , better judgment be damned .",3,"tensor(1.7055, grad_fn=<NllLossBackward>)","tensor([[-0.5184, -0.1369, -0.6066, -0.2680,  0.3596]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6363, grad_fn=<NllLossBackward>)","tensor([[-0.1277, -0.1041,  0.2010, -0.0361, -0.0145]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7510, grad_fn=<NllLossBackward>)","tensor([[ 0.5803, -0.4167,  0.3246, -0.0445, -0.3230]],
       grad_fn=<AddmmBackward>)",0
410,15,still,2,"tensor(2.2436, grad_fn=<NllLossBackward>)","tensor([[-0.5009, -0.0825, -0.8054, -0.0823,  0.2764]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4048, grad_fn=<NllLossBackward>)","tensor([[-0.1201, -0.1043,  0.1937, -0.0486, -0.0082]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4584, grad_fn=<NllLossBackward>)","tensor([[ 0.1220, -0.2848,  0.1509, -0.0994,  0.0478]],
       grad_fn=<AddmmBackward>)",2
411,15,"like Moonlight Mile , better judgment be damned .",2,"tensor(2.0391, grad_fn=<NllLossBackward>)","tensor([[-0.4476, -0.1149, -0.6218, -0.2673,  0.2570]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.3987, grad_fn=<NllLossBackward>)","tensor([[-0.1281, -0.0997,  0.2014, -0.0373, -0.0181]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1983, grad_fn=<NllLossBackward>)","tensor([[ 0.4844, -0.4257,  0.5046, -0.0608, -0.4847]],
       grad_fn=<AddmmBackward>)",2
412,15,"like Moonlight Mile , better judgment be damned",2,"tensor(2.0905, grad_fn=<NllLossBackward>)","tensor([[-0.4762, -0.0881, -0.6615, -0.2459,  0.2923]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4006, grad_fn=<NllLossBackward>)","tensor([[-0.1284, -0.0992,  0.1982, -0.0415, -0.0167]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4530, grad_fn=<NllLossBackward>)","tensor([[ 0.5793, -0.3216,  0.2096, -0.1583, -0.3912]],
       grad_fn=<AddmmBackward>)",0
413,15,"Moonlight Mile , better judgment be damned",2,"tensor(2.0174, grad_fn=<NllLossBackward>)","tensor([[-0.4991, -0.1273, -0.5740, -0.2491,  0.3398]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4046, grad_fn=<NllLossBackward>)","tensor([[-0.1163, -0.1027,  0.1949, -0.0389, -0.0193]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4272, grad_fn=<NllLossBackward>)","tensor([[ 0.5093, -0.2984,  0.2376, -0.1068, -0.3402]],
       grad_fn=<AddmmBackward>)",0
414,15,"Moonlight Mile , better judgment",2,"tensor(1.9898, grad_fn=<NllLossBackward>)","tensor([[-0.5305, -0.1407, -0.5316, -0.1849,  0.3522]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4024, grad_fn=<NllLossBackward>)","tensor([[-0.1214, -0.1044,  0.1975, -0.0402, -0.0129]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.3894, grad_fn=<NllLossBackward>)","tensor([[ 0.5051, -0.2531,  0.2983, -0.0526, -0.3897]],
       grad_fn=<AddmmBackward>)",0
415,15,Moonlight,2,"tensor(2.2651, grad_fn=<NllLossBackward>)","tensor([[-0.5614, -0.1094, -0.8314, -0.1184,  0.3390]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4073, grad_fn=<NllLossBackward>)","tensor([[-0.1103, -0.1042,  0.1935, -0.0501, -0.0044]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.2420, grad_fn=<NllLossBackward>)","tensor([[ 0.3080, -0.2736,  0.4185,  0.0329, -0.5311]],
       grad_fn=<AddmmBackward>)",2
416,15,"Mile , better judgment",2,"tensor(2.0204, grad_fn=<NllLossBackward>)","tensor([[-0.5228, -0.1292, -0.5846, -0.1653,  0.2825]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4048, grad_fn=<NllLossBackward>)","tensor([[-0.1199, -0.1016,  0.1958, -0.0414, -0.0103]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.3772, grad_fn=<NllLossBackward>)","tensor([[ 0.4767, -0.2639,  0.3114, -0.0041, -0.3979]],
       grad_fn=<AddmmBackward>)",0
417,15,Mile,2,"tensor(2.3524, grad_fn=<NllLossBackward>)","tensor([[-0.5419, -0.0406, -0.9102,  0.0068,  0.2459]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4063, grad_fn=<NllLossBackward>)","tensor([[-0.1168, -0.1024,  0.1948, -0.0435, -0.0064]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4593, grad_fn=<NllLossBackward>)","tensor([[ 0.1294, -0.2803,  0.1535, -0.1016,  0.0521]],
       grad_fn=<AddmmBackward>)",2
418,15,", better judgment",2,"tensor(1.9461, grad_fn=<NllLossBackward>)","tensor([[-0.5929, -0.1326, -0.4718, -0.1288,  0.3621]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4007, grad_fn=<NllLossBackward>)","tensor([[-0.1199, -0.1113,  0.1986, -0.0469, -0.0060]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.6535, grad_fn=<NllLossBackward>)","tensor([[ 0.5131, -0.2200,  0.0227,  0.1031, -0.3000]],
       grad_fn=<AddmmBackward>)",0
419,15,better judgment,2,"tensor(2.1570, grad_fn=<NllLossBackward>)","tensor([[-0.5167, -0.0743, -0.7426, -0.1550,  0.2285]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4027, grad_fn=<NllLossBackward>)","tensor([[-0.1192, -0.1078,  0.1976, -0.0450, -0.0054]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.2768, grad_fn=<NllLossBackward>)","tensor([[ 0.4030, -0.2187,  0.3958, -0.0424, -0.5411]],
       grad_fn=<AddmmBackward>)",0
420,15,better,4,"tensor(1.1711, grad_fn=<NllLossBackward>)","tensor([[-0.5536, -0.0920, -0.7819, -0.0716,  0.2562]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6082, grad_fn=<NllLossBackward>)","tensor([[-0.1239, -0.1042,  0.2038, -0.0499, -0.0080]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.5646, grad_fn=<NllLossBackward>)","tensor([[ 0.1117, -0.2854,  0.1520, -0.1043,  0.0400]],
       grad_fn=<AddmmBackward>)",2
421,15,judgment,2,"tensor(2.2617, grad_fn=<NllLossBackward>)","tensor([[-0.5187, -0.0979, -0.8453, -0.0684,  0.2287]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4078, grad_fn=<NllLossBackward>)","tensor([[-0.1135, -0.1067,  0.1911, -0.0461, -0.0098]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4543, grad_fn=<NllLossBackward>)","tensor([[ 0.1154, -0.2856,  0.1535, -0.1024,  0.0484]],
       grad_fn=<AddmmBackward>)",2
422,15,be damned,2,"tensor(2.2500, grad_fn=<NllLossBackward>)","tensor([[-0.5765, -0.1868, -0.8507, -0.1027,  0.2862]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4038, grad_fn=<NllLossBackward>)","tensor([[-0.1166, -0.1071,  0.1948, -0.0485, -0.0101]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4430, grad_fn=<NllLossBackward>)","tensor([[ 0.0956, -0.2874,  0.1611, -0.1147,  0.0546]],
       grad_fn=<AddmmBackward>)",2
423,15,damned,1,"tensor(1.5025, grad_fn=<NllLossBackward>)","tensor([[-0.5521, -0.0846, -0.9252, -0.0197,  0.2286]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7023, grad_fn=<NllLossBackward>)","tensor([[-0.1130, -0.1020,  0.1932, -0.0443, -0.0112]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.8912, grad_fn=<NllLossBackward>)","tensor([[ 0.1209, -0.2841,  0.1507, -0.1020,  0.0408]],
       grad_fn=<AddmmBackward>)",2
424,16,"A welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story .",3,"tensor(1.7967, grad_fn=<NllLossBackward>)","tensor([[-0.4271, -0.1187, -0.3856, -0.2862,  0.4431]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6378, grad_fn=<NllLossBackward>)","tensor([[-0.1222, -0.1031,  0.1987, -0.0385, -0.0197]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7000, grad_fn=<NllLossBackward>)","tensor([[ 0.2716, -0.3049,  0.8862,  0.0855, -0.9210]],
       grad_fn=<AddmmBackward>)",2
425,16,A welcome relief from baseball movies that try too hard to be mythic,3,"tensor(1.7216, grad_fn=<NllLossBackward>)","tensor([[-0.4662, -0.1085, -0.5190, -0.2962,  0.2595]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6438, grad_fn=<NllLossBackward>)","tensor([[-0.1181, -0.0993,  0.1971, -0.0422, -0.0094]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.6769, grad_fn=<NllLossBackward>)","tensor([[ 0.2160, -0.3458,  0.5865, -0.0376, -0.8169]],
       grad_fn=<AddmmBackward>)",2
426,16,A welcome relief,3,"tensor(1.5703, grad_fn=<NllLossBackward>)","tensor([[-0.4695, -0.0209, -0.7724, -0.1499,  0.1916]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6434, grad_fn=<NllLossBackward>)","tensor([[-0.1169, -0.0998,  0.1909, -0.0422, -0.0049]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7219, grad_fn=<NllLossBackward>)","tensor([[ 0.4003, -0.2766,  0.3933, -0.0598, -0.5180]],
       grad_fn=<AddmmBackward>)",0
427,16,welcome relief,3,"tensor(1.5938, grad_fn=<NllLossBackward>)","tensor([[-0.5182, -0.1060, -0.7747, -0.1845,  0.2669]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6457, grad_fn=<NllLossBackward>)","tensor([[-0.1167, -0.0974,  0.1919, -0.0446, -0.0062]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.5909, grad_fn=<NllLossBackward>)","tensor([[ 0.2700, -0.1797,  0.5531,  0.1224, -0.6290]],
       grad_fn=<AddmmBackward>)",2
428,16,welcome,2,"tensor(2.2442, grad_fn=<NllLossBackward>)","tensor([[-0.5383, -0.1315, -0.8412, -0.1799,  0.2928]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4079, grad_fn=<NllLossBackward>)","tensor([[-0.1166, -0.0940,  0.1951, -0.0470, -0.0018]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4559, grad_fn=<NllLossBackward>)","tensor([[ 0.1196, -0.2863,  0.1538, -0.1013,  0.0518]],
       grad_fn=<AddmmBackward>)",2
429,16,relief,2,"tensor(2.1924, grad_fn=<NllLossBackward>)","tensor([[-0.5144, -0.1020, -0.7741, -0.0849,  0.2229]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4105, grad_fn=<NllLossBackward>)","tensor([[-0.1090, -0.0976,  0.1922, -0.0434, -0.0067]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4507, grad_fn=<NllLossBackward>)","tensor([[ 0.1073, -0.2869,  0.1540, -0.1037,  0.0437]],
       grad_fn=<AddmmBackward>)",2
430,16,from baseball movies that try too hard to be mythic,1,"tensor(1.5561, grad_fn=<NllLossBackward>)","tensor([[-0.4904, -0.0459, -0.3487, -0.3711,  0.4476]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7018, grad_fn=<NllLossBackward>)","tensor([[-0.1178, -0.1031,  0.1925, -0.0463, -0.0111]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.8509, grad_fn=<NllLossBackward>)","tensor([[ 0.3642, -0.2457,  0.2313, -0.0387, -0.6254]],
       grad_fn=<AddmmBackward>)",0
431,16,baseball movies that try too hard to be mythic,0,"tensor(1.9555, grad_fn=<NllLossBackward>)","tensor([[-0.4810, -0.1012, -0.4451, -0.3778,  0.4193]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7145, grad_fn=<NllLossBackward>)","tensor([[-0.1156, -0.1002,  0.1907, -0.0443, -0.0148]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1508, grad_fn=<NllLossBackward>)","tensor([[ 0.4240, -0.3299,  0.0640, -0.1288, -0.4505]],
       grad_fn=<AddmmBackward>)",0
432,16,baseball movies,2,"tensor(2.0394, grad_fn=<NllLossBackward>)","tensor([[-0.5595, -0.1852, -0.6252, -0.2647,  0.3421]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4120, grad_fn=<NllLossBackward>)","tensor([[-0.1131, -0.0948,  0.1895, -0.0441, -0.0077]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.5660, grad_fn=<NllLossBackward>)","tensor([[ 0.0754, -0.1802,  0.0336,  0.2905, -0.4058]],
       grad_fn=<AddmmBackward>)",3
433,16,baseball,2,"tensor(2.0276, grad_fn=<NllLossBackward>)","tensor([[-0.5021, -0.1424, -0.5890, -0.4391,  0.4338]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4153, grad_fn=<NllLossBackward>)","tensor([[-0.1102, -0.0966,  0.1860, -0.0403, -0.0091]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.2780, grad_fn=<NllLossBackward>)","tensor([[ 0.1638, -0.1619,  0.3475,  0.0863, -0.6032]],
       grad_fn=<AddmmBackward>)",2
434,16,movies,2,"tensor(2.1705, grad_fn=<NllLossBackward>)","tensor([[-0.5831, -0.1397, -0.7737, -0.2255,  0.3038]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4052, grad_fn=<NllLossBackward>)","tensor([[-0.1181, -0.0997,  0.1953, -0.0452, -0.0096]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4381, grad_fn=<NllLossBackward>)","tensor([[ 0.0899, -0.2867,  0.1639, -0.1175,  0.0496]],
       grad_fn=<AddmmBackward>)",2
435,16,that try too hard to be mythic,1,"tensor(1.4734, grad_fn=<NllLossBackward>)","tensor([[-0.5568, -0.0393, -0.6247, -0.1648,  0.2453]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7054, grad_fn=<NllLossBackward>)","tensor([[-0.1196, -0.1085,  0.1925, -0.0462, -0.0138]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.0042, grad_fn=<NllLossBackward>)","tensor([[ 0.3200, -0.2781,  0.6673,  0.0353, -0.6943]],
       grad_fn=<AddmmBackward>)",2
436,16,try too hard to be mythic,1,"tensor(1.6612, grad_fn=<NllLossBackward>)","tensor([[-0.5913, -0.2021, -0.5162, -0.1993,  0.4158]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7039, grad_fn=<NllLossBackward>)","tensor([[-0.1193, -0.1046,  0.1951, -0.0445, -0.0107]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.9239, grad_fn=<NllLossBackward>)","tensor([[ 0.1963, -0.2468,  0.5874,  0.0657, -0.7246]],
       grad_fn=<AddmmBackward>)",2
437,16,try,2,"tensor(2.2891, grad_fn=<NllLossBackward>)","tensor([[-0.5689, -0.1158, -0.8756, -0.0898,  0.2799]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4038, grad_fn=<NllLossBackward>)","tensor([[-0.1185, -0.1002,  0.1954, -0.0517, -0.0095]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4530, grad_fn=<NllLossBackward>)","tensor([[ 0.1137, -0.2880,  0.1550, -0.1046,  0.0530]],
       grad_fn=<AddmmBackward>)",2
438,16,too hard to be mythic,1,"tensor(1.5300, grad_fn=<NllLossBackward>)","tensor([[-0.4798, -0.0986, -0.5916, -0.2003,  0.2526]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7062, grad_fn=<NllLossBackward>)","tensor([[-0.1256, -0.1091,  0.1960, -0.0463, -0.0113]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.0642, grad_fn=<NllLossBackward>)","tensor([[ 0.4173, -0.4025,  0.4435, -0.0322, -0.5882]],
       grad_fn=<AddmmBackward>)",2
439,16,too,2,"tensor(2.3109, grad_fn=<NllLossBackward>)","tensor([[-0.5019, -0.0138, -0.8590,  0.0267,  0.2059]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.3988, grad_fn=<NllLossBackward>)","tensor([[-0.1258, -0.1075,  0.1980, -0.0525, -0.0105]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4604, grad_fn=<NllLossBackward>)","tensor([[ 0.1269, -0.2843,  0.1487, -0.1010,  0.0451]],
       grad_fn=<AddmmBackward>)",2
440,16,hard to be mythic,1,"tensor(1.4911, grad_fn=<NllLossBackward>)","tensor([[-0.5122, -0.0759, -0.7029, -0.1619,  0.2197]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7035, grad_fn=<NllLossBackward>)","tensor([[-0.1198, -0.1055,  0.1929, -0.0431, -0.0148]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.9934, grad_fn=<NllLossBackward>)","tensor([[ 0.3195, -0.3369,  0.4880, -0.0091, -0.6338]],
       grad_fn=<AddmmBackward>)",2
441,16,to be mythic,2,"tensor(1.8958, grad_fn=<NllLossBackward>)","tensor([[-0.5801, -0.1919, -0.4367, -0.1281,  0.3298]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4013, grad_fn=<NllLossBackward>)","tensor([[-0.1221, -0.1065,  0.1974, -0.0457, -0.0110]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.0715, grad_fn=<NllLossBackward>)","tensor([[ 0.1954, -0.2493,  0.5992,  0.0102, -0.7129]],
       grad_fn=<AddmmBackward>)",2
442,16,be mythic,2,"tensor(1.9543, grad_fn=<NllLossBackward>)","tensor([[-0.5619, -0.2318, -0.4888, -0.2368,  0.4473]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4036, grad_fn=<NllLossBackward>)","tensor([[-0.1130, -0.1032,  0.1979, -0.0434, -0.0107]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1902, grad_fn=<NllLossBackward>)","tensor([[ 0.2428, -0.2307,  0.4542, -0.0114, -0.6068]],
       grad_fn=<AddmmBackward>)",2
443,16,mythic,2,"tensor(2.1696, grad_fn=<NllLossBackward>)","tensor([[-0.5778, -0.1535, -0.7087, -0.2121,  0.4636]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4046, grad_fn=<NllLossBackward>)","tensor([[-0.1158, -0.1013,  0.1979, -0.0436, -0.0052]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.6876, grad_fn=<NllLossBackward>)","tensor([[ 0.2659, -0.1087, -0.0905,  0.0708, -0.2876]],
       grad_fn=<AddmmBackward>)",0
444,16,", this one is a sweet and modest and ultimately winning story .",3,"tensor(1.7417, grad_fn=<NllLossBackward>)","tensor([[-0.4015, -0.0795, -0.3829, -0.2400,  0.3561]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6345, grad_fn=<NllLossBackward>)","tensor([[-0.1237, -0.1050,  0.1950, -0.0355, -0.0161]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.6227, grad_fn=<NllLossBackward>)","tensor([[ 0.3706, -0.3376,  0.6368,  0.1129, -0.6934]],
       grad_fn=<AddmmBackward>)",2
445,16,this one is a sweet and modest and ultimately winning story .,4,"tensor(1.0887, grad_fn=<NllLossBackward>)","tensor([[-0.4207, -0.0917, -0.4669, -0.2912,  0.4013]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6150, grad_fn=<NllLossBackward>)","tensor([[-0.1244, -0.1041,  0.1940, -0.0377, -0.0166]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.4309, grad_fn=<NllLossBackward>)","tensor([[ 0.4084, -0.3564,  0.6083,  0.0642, -0.7080]],
       grad_fn=<AddmmBackward>)",2
446,16,is a sweet and modest and ultimately winning story .,4,"tensor(1.0648, grad_fn=<NllLossBackward>)","tensor([[-0.5136, -0.0904, -0.5299, -0.2093,  0.4268]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6160, grad_fn=<NllLossBackward>)","tensor([[-0.1260, -0.1041,  0.1988, -0.0380, -0.0169]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.2442, grad_fn=<NllLossBackward>)","tensor([[ 0.4788, -0.4446,  0.4339, -0.0213, -0.5682]],
       grad_fn=<AddmmBackward>)",0
447,16,is a sweet and modest and ultimately winning story,3,"tensor(1.6668, grad_fn=<NllLossBackward>)","tensor([[-0.4792, -0.0898, -0.5195, -0.1721,  0.3975]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6388, grad_fn=<NllLossBackward>)","tensor([[-0.1240, -0.1110,  0.1900, -0.0433, -0.0143]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7650, grad_fn=<NllLossBackward>)","tensor([[ 0.3694, -0.3066,  0.5761, -0.0789, -0.6693]],
       grad_fn=<AddmmBackward>)",2
448,16,a sweet and modest and ultimately winning story,3,"tensor(1.8130, grad_fn=<NllLossBackward>)","tensor([[-0.4322, -0.0052, -0.4179, -0.3142,  0.3672]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6384, grad_fn=<NllLossBackward>)","tensor([[-0.1273, -0.1132,  0.1890, -0.0446, -0.0156]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7146, grad_fn=<NllLossBackward>)","tensor([[ 0.3182, -0.2816,  0.5364, -0.0554, -0.7557]],
       grad_fn=<AddmmBackward>)",2
449,16,a sweet and modest and,3,"tensor(1.7156, grad_fn=<NllLossBackward>)","tensor([[-0.5645, -0.0402, -0.5968, -0.2527,  0.3798]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6431, grad_fn=<NllLossBackward>)","tensor([[-0.1244, -0.1056,  0.1876, -0.0474, -0.0109]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.6605, grad_fn=<NllLossBackward>)","tensor([[ 0.2941, -0.2608,  0.6156,  0.0433, -0.7185]],
       grad_fn=<AddmmBackward>)",2
450,16,a sweet and modest,4,"tensor(1.1940, grad_fn=<NllLossBackward>)","tensor([[-0.4590, -0.0252, -0.5872, -0.2080,  0.2573]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6052, grad_fn=<NllLossBackward>)","tensor([[-0.1249, -0.1066,  0.1929, -0.0493, -0.0083]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.3865, grad_fn=<NllLossBackward>)","tensor([[ 0.3287, -0.2635,  0.5893,  0.1132, -0.6647]],
       grad_fn=<AddmmBackward>)",2
451,16,sweet and modest,3,"tensor(1.6640, grad_fn=<NllLossBackward>)","tensor([[-0.5063, -0.1173, -0.4284, -0.2046,  0.2964]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6482, grad_fn=<NllLossBackward>)","tensor([[-0.1193, -0.1034,  0.1886, -0.0519, -0.0116]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7205, grad_fn=<NllLossBackward>)","tensor([[ 0.1000, -0.2866,  0.1608, -0.1156,  0.0542]],
       grad_fn=<AddmmBackward>)",2
452,16,sweet and,3,"tensor(1.7127, grad_fn=<NllLossBackward>)","tensor([[-0.5310, -0.1095, -0.5670, -0.2400,  0.4205]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6604, grad_fn=<NllLossBackward>)","tensor([[-0.1262, -0.1002,  0.1942, -0.0661, -0.0114]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7154, grad_fn=<NllLossBackward>)","tensor([[ 0.1234, -0.2851,  0.1556, -0.1030,  0.0591]],
       grad_fn=<AddmmBackward>)",2
453,16,sweet,4,"tensor(1.2057, grad_fn=<NllLossBackward>)","tensor([[-0.4959, -0.0710, -0.7745, -0.0948,  0.2187]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6078, grad_fn=<NllLossBackward>)","tensor([[-0.1221, -0.1056,  0.1973, -0.0577, -0.0114]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.5615, grad_fn=<NllLossBackward>)","tensor([[ 0.1292, -0.2818,  0.1510, -0.1022,  0.0497]],
       grad_fn=<AddmmBackward>)",2
454,16,modest,3,"tensor(1.4816, grad_fn=<NllLossBackward>)","tensor([[-0.5673, -0.0931, -0.8652, -0.0568,  0.2724]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6487, grad_fn=<NllLossBackward>)","tensor([[-0.1144, -0.0982,  0.1964, -0.0468, -0.0073]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7056, grad_fn=<NllLossBackward>)","tensor([[ 0.1159, -0.2843,  0.1512, -0.0996,  0.0380]],
       grad_fn=<AddmmBackward>)",2
455,16,ultimately winning story,4,"tensor(1.0653, grad_fn=<NllLossBackward>)","tensor([[-0.5760, -0.1028, -0.8382, -0.2151,  0.3517]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6090, grad_fn=<NllLossBackward>)","tensor([[-0.1213, -0.1075,  0.1943, -0.0423, -0.0102]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.3063, grad_fn=<NllLossBackward>)","tensor([[ 0.1208, -0.2629,  0.4121,  0.2434, -0.6574]],
       grad_fn=<AddmmBackward>)",2
456,16,ultimately,2,"tensor(2.2673, grad_fn=<NllLossBackward>)","tensor([[-0.5399, -0.0846, -0.8465, -0.0366,  0.2197]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4066, grad_fn=<NllLossBackward>)","tensor([[-0.1146, -0.0995,  0.1953, -0.0475, -0.0036]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4566, grad_fn=<NllLossBackward>)","tensor([[ 0.1182, -0.2847,  0.1512, -0.0998,  0.0449]],
       grad_fn=<AddmmBackward>)",2
457,16,winning story,3,"tensor(1.5632, grad_fn=<NllLossBackward>)","tensor([[-0.5696, -0.0909, -0.8137, -0.1399,  0.3069]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6440, grad_fn=<NllLossBackward>)","tensor([[-0.1159, -0.1054,  0.1958, -0.0439, -0.0103]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4740, grad_fn=<NllLossBackward>)","tensor([[ 0.1863, -0.2366,  0.0515,  0.0908, -0.4465]],
       grad_fn=<AddmmBackward>)",0
458,16,winning,3,"tensor(1.6676, grad_fn=<NllLossBackward>)","tensor([[-0.6009, -0.1460, -0.7722, -0.2207,  0.4533]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6483, grad_fn=<NllLossBackward>)","tensor([[-0.1169, -0.1027,  0.1990, -0.0474, -0.0083]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7079, grad_fn=<NllLossBackward>)","tensor([[ 0.1118, -0.2864,  0.1531, -0.1025,  0.0420]],
       grad_fn=<AddmmBackward>)",2
459,17,"a bilingual charmer , just like the woman who inspired it",3,"tensor(1.8034, grad_fn=<NllLossBackward>)","tensor([[-0.3831, -0.0885, -0.3088, -0.3051,  0.3405]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6376, grad_fn=<NllLossBackward>)","tensor([[-0.1348, -0.1039,  0.2032, -0.0390, -0.0165]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.5967, grad_fn=<NllLossBackward>)","tensor([[ 0.1914, -0.3054,  0.8436,  0.1822, -0.7974]],
       grad_fn=<AddmmBackward>)",2
