Score,Summary
4,Buffy gives this Five Paws Up!
4,Choco Drops
4,Best Treat Ever
0,dont do it
4,Fabulous
4,Dog Treats
0,MELTED
0,SUGAR IS BAD FOR DOGS (First Ingredient is Sugar)
0,Too much for shipping
4,Tastes like the real thing!
4,Words cannot describe how wonderful Extra Dessert Delights gum is
4,Love the new dessert gums!
4,Good gum!
4,yummmmmazing
4,Delicious
3,Great but stale
4,Great gum
4,Key Lime Pie Gum by Extra
4,Quite an Experience
4,Yummy gum
4,Key Lime Gum?
4,Delicious Dessert Replacement for Dieters
4,Awesome taste
4,Amazing.
4,Shocked! So Amazing!
4,BEST. GUM. EVER.
2,So so...
4,Key Lime gum. Really!
4,"Key lime pie is an American tradition!  How DID they get the flavor so ""right""???"
2,"Great taste, disintegrates"
4,KEY LIME SUGARFREE GUM
4,willy wonkalicious
4,Very Tasty
3,Very yummy!
4,Pleasantly surprised
2,I really wanted to love this gum..
0,Hydrogenated oils
1,A poor choice
3,Great Low Carb Replacement for Salt and Vinegar Potato Chips
4,These things are really good
3,Very good
3,good snacking item!
4,Salt and Vinegar Pork Rinds
4,I miss the south!
4,Wonderful Product!
4,Fantastic Catfish
4,"Excellent, wish Safeway still carried it"
0,MSG garbage
0,Dissappointed!!! WILL NEVER BUY AGAIN!!!
4,Love this seasoning
4,Luzianne is awesome!
4,Excellent mix of spices....LOVE IT!
4,Great stuff!
4,The best kept secret - not really
4,Great seasoning!
4,Luzianne Seasoning for all....Whoo Hoo!! It's da'best!!
4,Good on Everything
4,Great Cajun Seasoning
4,"A TASTE OF ""N'AW'INS"" GREAT SPICE MIX FOR MANY DISHES!"
3,Great variety means no picky eaters!
2,"Very sweet, not terribly healthful."
4,Did a lot of research on this brand
4,Baby's Best Pre-Packaged
4,Earth's Best is the BEST
3,"Excellent variety, our 8 month old loves them all, but be informed water is the largest ingrident by weight on all 4"
1,"Love the Earth's Best brand usually, but..."
1,Not a fan of BPA in baby food jar lids
0,earth's best dinners-- way too runny
0,some of the flavors stink of mold
3,"We love these dinners, but Amazon price is higher than retail"
4,Organic and Tasty
3,Good but watery
4,Earth's Best variety pack
4,My baby's favorite flavors!
3,"Ok, but would like more variety"
2,Healthy selection
4,Great product
1,Product is good; Amazon fulfillment is poor
4,Great Variety
3,PRICE
3,"For almost the same price as Gerber, better quality for your baby"
4,My son loves Earth's Best!
4,my baby loves these
3,Good variety-but may not be for everyone
2,some jars went bad
4,Great variety pack!
4,Good variety; good flavors
4,My child loves this food!
4,One of Our Favorite Variety Packs
4,Best baby food ever
3,Love these meals
2,great product but bad selection
1,Not my favorite product.
2,Just okay.
2,not too good
1,Not so tasty...
3,Food Delivery
4,Dinner time is Earths Best TIme !!
1,Wrong item shipped
0,Waste of time.
0,Agree with the other reviewers
4,Soothing; Subtly Fruity; Unique; Good balance.
4,YUM.
0,We poured ours out
4,spices
4,Love Mrs Dash
0,"Very Weak Flavor, Definately NOT Watermelon"
3,Good light to medium brew
4,A change of pace!
4,Enjoyed by the WHOLE family!
4,"This stuff is the ""put on everything"" sauce"
4,My favorite Jelly Belly flavor
4,A Surprising Blend of Bean and Apple
4,delicious
3,BPA no longer an issue
4,"Now BPA Free, According to Earth's Best"
4,Yumm Yumm!
3,"Awesome food, but arrived broken"
4,Great Deal!
0,BPA in lids!!!
0,The food was rotten
3,"Best Baby Food by Far, but we have some allergies with this one."
1,RECENT TALK WITH CUSTOMER RELATIONS RE BPA LINER
4,I only use Earth's Best products!
4,Organic and Tasty
0,Never Online again
4,great food!
0,poorly packaged
4,baby loves these!
3,good buy
3,Added water
4,Great for moms on the go
3,Best every day price
3,Best for my baby
4,tastey :)
4,A hit with my baby!
4,Great Product
4,My Baby Simply Loves it :)
4,Gift
4,Yummy flavors!
4,great assortment
4,a good deal on good food
4,Excellent price and great food!
4,Great Value!
3,Tasty and Smooth Consistency
4,Great baby food!
4,wonderful alternative to homemade
4,Best Baby Food out there if you're not making your own!
3,Great Flavors
4,My child loves this food!
4,YUM...Best Baby food!!
4,Great variety.
4,Nice variety
4,"Great Product, Good Price"
0,Careful of the price
4,Good stuff
0,Not completely BPA Free!!!!!!!!!!!!!
1,Normally love Earths Best
4,Earths Best...is THE BEST !!
4,My daughter loves it
4,How to keep the jars from breaking
1,Product is good; Amazon fulfillment is poor
2,BPA in the lid?
0,Organic with BPA
0,6.5 month old choked on Peach oatmeal
0,OVERPRICED
4,Do not buy thses!
4,Beautifuly fragrant and citrusy coriander! Very fresh!
4,"Oh my god, 2 POUNDS of coriander!"
4,Great value!!
4,Plan on sharing this
4,Convenient and economical
4,Great quality spice!
4,fantastic
2,"OK, but very very earthy tasting."
4,amazing rice
4,Village Harvest Organic Brown Basmati Rice
2,disappointed
4,love this rice
4,delicious
0,You've got to be kidding!
4,Taste of childhood
1,My favorite drink
4,LOVE IT!!!!
4,Love it! Delicious!!!
4,Great alternative to pop.
4,Tasty Drink Mix
4,cant get enough of it...
4,Tastes Just Like I Remember
4,Yum!
4,"Great dela and fast shipping, Great product."
4,Cheaper than the stores
4,Missing from store shelves
4,Great For Summer Hydration
4,Tastes great and really easy to use!
4,Convenient Way to Get Kool-Aid
4,My Fav Sugar-Free Drink!
0,Really?!
4,Wonderful!!
3,My dogs love these
0,Uuuuum.....
4,organic
2,"Convenient, stick it in your desk drawer at work, carry some with you"
0,Tasteless flavoring
4,Awesome flavoring
0,Not NEARLY as strong as claimed!
4,blueberry extract
3,A bit pricey but yummy!
1,Something is Very Wrong Here
2,"Decent, but found better local options"
4,Yummy!
3,Good Popcorn
4,Great Flavor
4,holy cheapness!
4,to go to for baby constipation
4,Does the job
3,Decent Deal
0,Does not taste like peaches anymore
4,Great snacking!
3,Good stuff
4,Best cajun seasoning!
4,Best Gummi Bears
4,"I'm in love, I'm in love and I don't care who knows it."
4,Great deal and everyone loved them!
4,Best gummy bears ever
4,Delicious little gummy bears
4,THE BEST EVER
1,Bad taste in mouth
0,Never Tried the Product* just review for the shipping
3,Dogs loved them
4,The name says it all!
1,Not that great
4,Spice Appeal thyme ground 64 oz jar
4,It works!
0,Watch out for this tea
4,Best Tea
0,Awful taste
3,Good stew.
0,Could not eat
1,so so
4,9 Lives Chicken & Tuna Dinner
4,Cat Loves Tender Slices
2,Just OK
4,Heavenly Nectar
4,great snack but strong flavor
4,Delicious!
4,Fantastic!
0,"Ugh, nasty, mushy olives"
3,"Yummy, but could do with a resealable bag."
4,Delicious
4,My dog really loves the bones
2,Not as flavorful as I imagined
4,Yum Yum
4,Yuban Coffee
4,The taste is as good as the aroma
4,Absolutely the best
4,The best coffee I have ever tasted.
4,Superior In Every Way!
3,Yuban
4,Value
4,My Dad'sCoffee - Strong enough for a man
4,Truely Excellent Bargain
4,best coffee at best price
2,Consistently Delicious
4,Like Dunkin Donuts but cheaper
4,Great coffee for the price
4,yuban original ground coffeeI
4,"Great ""affordable"" coffee!"
4,fresh coffee
4,Yuban Review
4,Still the best coffee!
4,mmmmmmmmmmmmmmmmmmmmmmm
4,Yuban coffee
3,Yuban coffee
4,Delicious!
4,"""Good to the last drop!"""
4,If you love strong full flavored coffee---this is for you--the Best!
4,Best Coffee in the U.S.
4,Really good coffee
4,Delighted Consumer
4,You can't beat Yuban
4,Best Coffee
3,Is it still a bargain?
4,wake up call
0,Cost is way too hight
0,This coffee smells like farts
2,Small but spicy
4,Best sunflower seeds I've ever had...
4,Best Seeds I ever lapped a lip around!
4,Giants Sunflower Seeds
4,"Great service ,!!!"
2,"Good Piquillos, but Inadequate plastic packaging"
4,These are FANtastic!!
3,Traditional Shortbread
1,A little bit disapointed
4,Super Fresh Coffee from Amazon
4,Love it!
4,Folgers Half Caffeine
1,"Good product, wrong form"
4,Hannah's Sausage
4,Fabulous!
4,Healthy crunch and easy on the teeth
3,Nice cracker for those eating low carb
4,"Wow! Why didn't I notice these babies sooner! Great for us lower-er carbers, great for those of us with 'delicate"" teeth...tasty"
4,Yum!
4,Wonderful low-carb light and crispy cracker
4,a standout product
4,Love these crackerbreads
4,Best of the Best!!!
4,True To Their Name
4,Tasty crisps!
4,yummy n calorie friendly
4,Wasa
4,Why Are the Good Products Always Hard To Find?
4,Goes with everything
4,Lives up to it's Name!
4,yum!
4,gotta have 'em crackers
4,love them!!
4,Light and Delicious!
4,Light yet filling
4,Taste great
4,Yummo
4,Great Crackers
4,The Absolute Best Cracker For Those Watching Their Carb Intake
4,Crisp 'n Light Best For Me!
4,These are awesome!
4,perfect snack
2,Wasa Critters
4,Wasa crackers-great low calorie option
1,Wow... So that is what edible Styrofoam tastes like...
0,WASA Crisp'n Light inside packaging cannot be recycled.
4,Toddler candy
4,Freezed dried Peas
4,Really like
2,"The kids said no, but OK by me"
4,Scrumptious and beautiful - inside and out!
4,Best sauce
4,Best gravy mix on earth
4,Peppered gravy Mix
4,Mmm-mmm Good -- Rejoice Ye Texans and Southerners
4,Fantastic gravy mix
4,Best Packaged Gravy ever made (In my humble opinion)
4,Been Lookin'!
4,Peppered Gravy Mix
4,Hummy Gravel Mix
4,Great Gravey
4,Southeastern Mills Peppered Gravy Mix 4.5 oz bag
4,Great Deal
4,Only the best Country Gravy EVER!!
4,Queen of Gravies!
4,Easy yummy gravy!
2,Not as good as McCormick
4,Yummy
4,Love the spicy ketchup
1,Davidson's Darjeeling Tea
0,Very low quality
4,Great!
2,"Okay tea, great for the price though"
4,Good tea
1,So So
0,One of my worst purchases ever from amazon
4,Delicious &  HEALTHY SNACK
4,OMG! Seriously delicious
4,nature vallys granola thins-peanut butter
4,"Great pick me up, diabetics keep on hand for ""lows"""
4,Oh My Goodness~Reminds me of Girl Scout Cookies from 1960's
4,Love them
2,"Tasty and no wheat, but contain soy and palm and canola oils"
4,LOVE!
0,delicious but disappointing
2,"Delicious, but messy."
4,Patchi Love
4,Bye-Bye Lucini
4,This is a wonderful chili!
4,DELICIOUS
4,Delicious
4,Thank Goodness
4,GF/ DF done right!
3,Healthy breakfast
4,all Natural ~!!!!!!!!
4,"Great flavor, too easy, excellent stew, back for more"
4,Excellent Product
4,have been searching for...
4,"Great, high-quality cat food"
4,My cats love this stuff!
4,One Of My Cats' Favorite Foods
4,My cat loves it!
3,Wish I would have bought more!
4,Pet Food
4,Tigger thinks
4,Cat couldn't get enough
0,Both my cats threw up after eating this!
4,Both My Cats Eat This One
1,Kitty was Not Pleased.
4,My cats are Tiki Cats
3,inexpensive meal
4,Yummy
4,very good price
4,High Qaulity at an Excellent price
4,Great Value
4,Amazing Deal!
0,Smell is awful!
2,oily film if making extract
0,Spicy World Madagascar Vanilla Beans
4,"A bargain, and smells great!"
3,70 Beans in My Package
4,Excellent quality beans
4,Extremely Happy with my  order!!  I'm in...VANILLA HEAVEN!!!!
4,Great Price for a Great Product!
4,Great beans!
4,"beans, beans, the magical fruit!"
4,Excellent
4,Fabulous
4,The Lovely Beans
3,Spicy world
4,Fragrant and fresh!
4,Wonderfully fresh
1,Disappointing Vanilla Beans
2,Loved them at first....
4,ok
0,Sour Vanilla Beans
4,Great Value
4,Great buy!
4,Good price. Plump beans
4,Amazing
4,"Beautiful, Aromatic, Fresh"
4,Impressive
4,great price for fresh aromatic vanilla beans
4,Awesome
4,Thats a lot of beans
4,Wonderful
4,Best deal on the internet!!
4,Great Vanilla Beans
4,Fabulous flavor at an unbelievable price!
4,"Excellent price, extremely fresh"
4,Wonderful smelling Madagascar Bourbon Vanilla Beans
3,Soft and smelly
4,AMAZING!
3,"Good, but mine got moldy"
4,Where have you Bean all my life?
4,Great value
4,Great deal for a good product
4,What a deal!
4,Simply Fantastic
4,beans
4,"Very good beans, great price"
4,Even better than I expected
4,no imitation anymore
4,Wonderful Value!
4,great beans for making homemade vanilla extract
4,wonderful!
4,Love these!!
4,Fresh!
4,Will never buy store bought extract again.
4,great buy!
4,Wonderful Vanilla Beans !
4,Delicious beans!!
4,Vanilla Beans
4,What a deal!
4,"Great product, great value"
4,Very Very moist beans
4,LOTS of vanilla beans
4,Great product
1,what is that smell??
4,burggirl
4,Great flavor
4,YUMMY!!!
2,I just like the plain ones
4,Easy for the babysitter!
4,awesome product
0,Beefeaters® Chicken Liver Freeze Dried Treats for Dogs
4,Liver treats
4,BEST EVER
4,Best cat treat on the market!
4,My Cats Love These!!
0,China??
4,Best Treats; Best Price
4,Picky Eater
4,My Cat Dances for these treats
3,Dog absolutel loved them
4,My pugs love it!
4,Dog's happy
4,sooooooooooo easy
0,FOUR OF FOUR CATS : PAWS (thumbs) DOWN
4,Great tea
4,Fazer Chocolate a delightful treat
0,Uneatable
3,Omaha coffee in AZ
4,I really enjoy this coffee
4,Awesome tasting Tea!
3,Premium Oolong Tea
4,"Excellent Tea, Good Price"
4,Great product
4,A Terrific Find !
4,Great Tea
4,Very good tea!
2,Using because Dr Oz said
4,"A definite ""yes!"" product"
4,Cat treats
4,"Good, long-lasting flavor, a really good gum!"
2,I'm confused with this gum.
4,dog loves this
4,A very good dog food
4,Fragrant Jasmine Pearl Teas - Reminds me of Peet's Coffee
4,Pure pleasure
4,decaf
1,No coffee flavor / high calorie count
4,Yummmmm!
4,Excellent
4,Coffee House Drink @ Home
4,Delicious
4,Decaf Delight
4,Delicious!
4,Lovely lovely taste but be sure to shake before using
4,Great for Barbeques
3,Savory and earthy flavor
4,One of the best oils on the market!
4,YAY!
4,better than expected
2,Very Poorly Packaged
4,WOW
4,Wonderful product...
4,walnut oil
4,Great flavor
4,Delicious butter substitute
4,Ooooh-la-la
4,Delicious Smokey Taste!
4,Very good oil
4,Good choice!
4,Pleasant Flavor
4,Great quality; arrived well-packaged
4,Delicious and high quality
4,Awesome Product
4,Good taste and good for you!
4,Food as medicine
4,Excellent oil! GREAT for waffle batter!!! Unbeatable!
4,"good price, great product"
4,Great product at a reasonable price
4,Really Good
4,cooking
4,Great product at the right price
4,Walnut oil
2,a bit weak in taste
1,weak
4,Refreshing with zero artificial sweeteners
0,Not as good as Hint Water
4,Great stuff
4,great!
4,good to find decafe one
4,yummy - LOVE this stuff and all the other Big Train products
1,Too Sweet
2,too much for too little
4,Good cuppa joe
1,Disappointed
3,Delicious and Healthy Snack.
4,my favorite cracker
4,Yum! Yum! Yum!
4,Great healthy snack
4,Great snack!
4,One of the best
4,Excellent!
4,Subscribe and Save Dr Kracker
4,love um
3,Addictive
4,Decilious
4,Delicious crispbread
4,Love Dr. Kracker
4,yummy all by themselves
4,Simply delicious!
4,A good base for larger snacks
4,Amazingly delicious
4,Soo good in Soo many ways...
4,Delicious!
4,Lip smackin good!
4,taste the quality..
4,So delicious! And whole spelt too!
4,Krunchy Kracker Heaven  :)
4,super crunch
4,GOOD FOR YOU IN EVERY WAY
4,Omg good!
4,Best Oatmeal Ever!
4,ONLY WAY TO EAT OATMEAL!!
4,Slow cooking
3,McCanns steel cut oatmeal
4,Nothing like the crappy stuff I grew up on.
4,Simple RECIPE
3,You have to be Irish to appreciate this
3,Good - with amended cooking directions!
4,Hard to find
4,Excellent Oatmeal
4,OATMEAL - ANOTHER CHOICE
4,Texture and the taste are totally different from the pressed oats!
0,"good product, terrible packaging by Amazon."
4,eleteamazon
4,Perfect for my candy buffet!
4,The perfect pop!
4,Great!!
4,"An excellent, unique sauce"
4,The best table condiment you will ever taste.
0,"be careful, moldy product, USDA now involved"
2,My Babies Liked This One Right Away
0,"careful, moldy product, USDA now involved"
0,"rotten, moldy food = health risk"
4,"Glad I gave this a try; good product, good nutrition, other reviews are outdated"
1,Don't buy EB at Amazon!
4,The best for picky skinny babies
0,Some broken jars
1,mine was also improperly sealed
1,"Delicious product, poor quality control"
4,GREAT for the Little Guys
3,Had No Problem.  They Like This One a Lot
4,Great baby food
0,Nasty
4,baby loves the tender beef spinach!
2,Grainy and a Little Oily but Thick
4,Even a fruit hater likes it!
3,Son seems to like it.
3,Small Jars and a Little Runny - like most commercial baby foods
3,Twice the protein of other Earth's best and baby food in general
2,Not a fan unfortunately.
1,"BITTER, and mainly carrots."
1,"MESSY, MESSY, MESSY"
1,babybmom
4,Son loves this flavor!!
4,Excellent nutrition and great taste
4,baby really likes this one
4,"Great taste, nutritious, and organic all in one!"
4,My son loves these!
0,"Does not look appetizing, and baby would not eat it."
0,It gone bad before we open
0,Some broken jars
0,Some broken jars
4,Great Chipotle Taste
4,Nature's Logic
1,Too Small
4,"Old Mother Hubbard Crunchy Classic Snacks for Dogs, Mini P-Nuttier, 20-Pound Box"
4,My pups gobble them down!
4,Order 10lbs - Great treats
2,Real hard Bites
0,Terrible cheap chocolates for outrageous prices.
4,Love these chocolates
4,great gift
4,love it
4,Great Chocolates
0,Chemical Taste Coffee
4,Wonderful coffee with hint of dark chocolate!
0,Alison
4,great value
4,good deal
4,Great Party Favors!
4,Delicious
4,Highly recommended
0,worst cup of coffee I've ever tasted
1,"Misrepresented Kona coffee ""blend"""
4,Good
4,Best ever
4,Best Treats Ever!
2,My dogs love the taste!
4,It's all about the convenience...
2,smells good....
4,"Good coffee, with some exceptions."
4,A treat for all the senses.
3,Very rich and major chocolate flavor!
4,Rich and chocolaty
4,A real fan
4,grandma shopper
4,«:::D:::» «:::E:::» «:::L:::» «:::I:::» «:::C:::» «:::I:::» «:::O:::» «:::U:::» «:::S:::»
0,This is not that great
4,"The ""paws down"" favorite among canned food!"
4,Worked great for my cat
4,IBD food that my cat will actually eat!!!!!!!!
4,pleased with this recommendation
4,Even Mr. Bi...Witch & Moan Loves It
4,"Expensive, but worth it!"
3,Great cat food
4,"Finally, a food my allergic cat will eat that won't make him sick!"
4,specialty cat food
4,"Super clean, crisp yeast. As close to lager from an ale as it gets"
4,Energy booster!
4,Better than fish oil
4,Excellent product
4,Great product
4,Hemp Oil
4,Great alternative to flax or fish oil
4,great product!
4,Great product!
4,Excellent Natural Product for Digestive Well-being!
4,Hemp oil pluses
4,GREAT!!!
3,Good Quality
4,helps bad digestion
4,spicy plum chutney
4,My favorite flavored green tea!
4,Makes Great Iced Tea
3,Xylichew is great
4,Great Gum
4,Great gum
3,Good sugar free gum with quality ingredients and it's NOT made in China.
2,Xylichew Peppermint Gum
4,Good gum
4,Best gum ever!
0,Ridiculous price
4,Gave me a boost when I needed it
4,great energy boost without getting jittery
2,Good price -- not clean...?
4,great product
3,energy drink
4,"Safe, and EFFECTIVE"
4,It  Works!
4,Number one energy
2,Super sayan drink????
4,Perfection in Cake Form
4,So this is how I got fat...
4,"Just the right size for a yummy, crunchy snack"
4,Great alcohol free rum flavor in sorbet
0,Candy look liked it was open & it is OLD. Do not Buy!
0,ordered from ZANY VALUES YUCK!!
4,Raw Organics going back to Paradise
4,It's the best for Coffee
4,Ghirardelli chocolate mocha hot cocoa-16 oz. can
4,Great hot chocolate!
4,Eliminates my trips to Starbuck
4,"Rich, chocolatey beverage mix"
4,Good stuff
4,Recipe: Hot Choc for Grown-Ups
2,"hot chocolate, rich,and sweet"
4,The Chocolate side of Mocha
4,This stuff is the GREATEST
4,Great for a hot Mocha Latte!
4,Love it!
0,Way too sweet and directions don't make sense
1,Not my cup of Cocoa
4,Chocolate Lovers Drink
4,Delicious
4,The Best Hot Cocoa
4,Tastes like European Hot Chocolate
1,Where is the Ghiardelli Chocolate Taste?
4,Simply delicious
4,"Ghirardelli Chocolate Premium Hot Cocoa Mix, Chocolate Mocha, 16-Ounce Tins (Pack of 4)"
4,Coffee + Chocolate = Perfection
4,Ghirardelli Has Done it Again
0,This cocoa deserves NO STARS!
2,"Tastes Good, But it's a lot of one flavor"
4,Delicious
4,simply the dest
4,Sweet compensation from hard work on a cold day.
4,Beyond Hot Mocha Cocoa
1,Not as rich and satisfying as I thought
2,dented containers but good contents.
4,Quick bread
4,So GOOD!
4,Apple of My Eye
0,NOT Organic!!!
3,Perfect for snack bag
4,I received organic juice.
4,Utterly Fabulous!
4,These would be perfect for you if you are getting tired of the other potato chips!
4,DELICIOUS!!!
4,Master of Mixes just as good as scratch
4,Just Great!
2,ITS OK
4,Good stuff BUT....
4,tasty drink mix
4,A New Staple
3,Oily to the touch
4,Tasty AND Healthy
2,Pez
4,Delicious Tea
4,Love this tea!
4,WOW!
2,THIS PRODUCT IS ENRICHED WITH LEMON JUICE
4,Excellent juice
0,Truly pure is better
4,BEST EVER!!
0,Carrot Juice???? Really????
1,sour
0,AWFUL
0,"PURE = 99%, Brilliant strategy from Lakewood's short bus marketing team"
2,Hard to tell
4,best almonds ever!
4,Excellent quality
4,Blackstrap Molasses
4,Great Iron Content AND Decent Taste!
4,Very High in Iron
0,Not unsulphered
4,Blackstrap molasses
1,yuck!
3,A winner in the iron category
4,Fabuloous on cat with bladder cysts
4,Basket Delight
3,best tasting chocolate beverage
4,This milk is really good!
4,Delicious!
4,Saba
4,Very good Vanilla
4,Other brands don't compare!
1,Flamingo?
4,freakin rocks man!!!!
4,Great Product & Service
4,Best tasting protein power around.
4,Very good
4,Tastes great!
4,MMM + MMM = YUMMY
4,Perfect Nutrition
4,Great vendor! Quality product.
4,Worth the money
4,Antimo Capputo
4,Best tasting soft wheat flour
0,Too Sweet
3,Good drink mix if you alter the directions a little.
4,Heavenly!
4,great with lemons and Apriva
4,"Berres Brothers Coffee Breakfast Blend (3Pkg, Ground)"
4,Snyder of Hanover Honey Mustard & Onion Pieces
3,Not really 4 million scovilles
1,"Eh, it's ok."
3,"Not 4 Million, but still pretty hot."
4,the best taste
3,Good superhot with a bit of flavor - No where near 4 million
3,Great Heat Level!!!!
2,"4,000,000 is a lie"
4,great heat and great pour spout on top
4,More than 1 million scoville units/standard heat units (SHU)
2,nothing beyond hot sauce
4,onion soup mix
4,Just Awesome!!
4,The Brownie of My Dreams And It's Not Chocolate!
4,AMAZING!!!!!
4,Love this tea
3,good deal when cheaply priced...
3,A Great Cuppa Tea:)
3,Grreat Tea
3,True Bacon Flavor
3,Not MY Favorite ... but they really taste like bacon
4,The best edible glitter
4,wonderful
0,"BUYER BEWARE, NOT EDIBLE!!!!"
4,Super Glitery
4,Awesome product!!!!!!
4,Disco fever ;)
4,A little goes a long way!
3,"Very tasty product, but please note one odd issue"
4,DELICIOUS
0,Smelled horrible and gave the dogs the runs
4,Vimto
4,Great intro to spherification
1,As described but difficult to use
4,Healthy and Safe
2,Needs more lemon flavor
4,Cat LOVES this stuff.
4,Cook up to be whole beans in a jiffy
4,great new twist on old favorite
3,Dr Pepper
3,Dublin Dr. Pepper
2,"Not ""Dublin"" Dr Pepper"
4,GREAT COFFEE
2,Awesome Taste but....
3,"Product delicious, but shipping lacking."
4,all right by me !!!
2,"Great Chips, bad shipping"
2,THESE ARE OKAY  PREFER SWEET CHILE ONES
3,rice works chips
0,great chips but terrible shipping
0,Check for accurate weight in the bag.
4,My fave GF chip!  Delicious!
4,Salsa Fresca is the best
3,Riceworks Salsa Fresca Chips
4,Chip with a great flavor (plus it's good for you)
0,Hard as a rock with about as much flavor
3,My Wife's Coffee
3,Basically a city roast with mild hazelnut flavor.
4,Great mild brew
4,Wonderful coffee beans
4,Great coffee
3,"VERY OK Price, OK Coffee"
4,Excellent flavor for the price!
4,Now thats some good coffee. Two thumbs up !
4,good stuff
3,Really Good Hazelnut Coffee
4,Finally found the BEST in HAZELNUT  THRILLED with flavor
4,Delicious
0,Awful
1,very lightly roasted
4,Flavorful brew with aromatic notes.
4,AWESOME!
4,heavy duty!
2,Moist but bland
4,Creme of the crop!
4,Always the Best
4,Excellent!
0,This does not taste at all like Wild Bill's
1,will not but again
1,Organic but not tasty!
2,Okay
3,delicious coffee
4,"Great coffee, and Fair Trade, too"
2,decent but not great
4,Good coffee!
3,Good stuff
4,Brachs Manderin Orange Slices
4,Very fresh and tasty
2,Eh.
4,So good I eat it straight from the jar!
4,Nice Swedish Treat!
4,excelent preserve
4,Family Favorite
4,Bbq wings
4,Awesome!
4,Shake and Bake BBQ Glaze Coating Mix
4,Can't find it in stores
4,great taste
4,Shake N Bake Barbeque Chicken is the absolute BEST!!!!
4,They stopped selling this in my local store but amazon saves the day
4,available when hard to find
4,Encouragement.....YES
4,Hard to find item delivered fast
4,Love this product
4,just like old times!
4,a very definite five stars!
4,The classic!
4,"Soothing, calming, allows you to relax and rest."
4,Tradition
4,My Absolute FAVORITE Evening Tea!!!
4,Great price on a  great tea!
3,Bedtime Ritual
3,Nice tea
4,A Favorite Year after Year
4,Nite Nite...
4,Very good bedtime tea or tea for car or motion sickness!
4,great value
4,Flawless herbal tea
4,Perfect for the Evening
4,"Wow, Im Addicted...But It's Great"
4,awesome  corn cake
4,yummy treat
4,Chi-Chi
4,Love this stuff!!!
4,mmmmmm.....good
4,outstanding!!!
4,Fiesta Sweet Corn Cake
3,Love corn cake
4,"Tasty, Unique Treat"
4,Outstanding flavor
4,This is some GOOOOOD stuff!
3,First Ingredient is sugar...dessert for sure!
4,amazingly delicious!
4,Yum.
3,Makes bringing a side dish a little easier
4,I Love it Too!!!
4,chi chi's corn mix
4,A must have for our annual houseboat trip
4,Really good & gluten free
4,Love this stuff...
1,thought it would be better
4,Great for lunch!
4,Junk Food @ It's Best..........
1,Beefaroni mostly macaroni
4,Mmmmm...
0,Unimpressed
4,sees candies
4,A wonderful gift!!
4,Don't order these in the summer!
4,EAT WITH CAUTION!
3,Not By The Box
0,I guess it goes down the same way anyhoe
3,Yummy!!!
4,Quality Chocolate!
4,1st rate from someone who knows better
0,Too Expensive on Amazon
4,Preferred sugar
1,Do not use this sugar for layer cakes if you intend to decorate them
4,The Best for Risotto
4,Perfect for Risotto
4,Makes THE BEST risotto!
2,It's not bad- matches discription!
4,Head Over Heals for this Treat
4,Dog Treats
4,Best new flavor on the market
4,New Buffalo Ranch Flavor is GREAT!
4,great
3,"NIce Size, good taste"
4,Not Your Customary Sunflower Seeds!
4,Should be called Spicy Ranch
3,Good TV snack
3,Good flavor and good size
4,Best David Seeds
4,yummy yummy
1,Way too SALTY!!
4,Vanilla Nut Cafe - favorite flavor
2,Not as good as regular
2,Pleasing finicky cats #3
4,Sooo glad I found this!
4,Great taste
2,Chopped nuts
4,one great big huge high-five--from my cat !!!
4,MMMMMMMEEEEEEEEEEOOOOOOOOOOOWWWWWWW...
2,My cat's breath smells like cat food
4,Great Oysters!
4,Misleading reviews
3,King B Jerky Strips Found!
4,"Excellent taste, texture"
3,Good stuff
3,jerky
3,Excellent Jerky
4,Yum Yum
4,Good jerky
4,perfect
4,Excellent!
4,wow
3,Tasty jerky
4,At least you can find King B in some form.
4,Great sticks
4,Awsome jerky!
3,Very good flavor and consistency
4,Best jerkey ever!!!
1,Salt Lick
0,Not what it used to be.
4,"Great flavor, wish it had a longer shelf life."
2,Very salty
4,Great stuff
4,Godly King B beef jerky strips are back.
2,Believe the reviews - Way too salty
4,Yummy Jerky Strips
4,One of the best!!!
4,The good stuff!
4,much yum
4,The Best
1,Over priced sticks of salt
1,Way Too Salty
0,Very misleading!!!!
1,too salty
2,Thought they would be a bit flatter
1,TOO SALTY
1,maybe I got a bad batch
1,very salty
0,Hickory Smoked Way Too Salty!
0,Hard as a Rock
0,I didn't know beef jerky was supposed to be soupy!!!
0,Don't waste your money
0,WISH I COULD GIVE IT A ZERO
1,Sorry...
4,Great product
3,Our finicky eater's favorite food
2,Not any different than regular Friskies
3,Not their best...
3,Great food!
4,Great food for all cats!
1,Needs improved
4,Very Very Good
4,Lemon Pepper Freshly Packed in Large Jars
0,HUGE RIPOFF
4,"Love this, but what is with the price?"
4,Awesome food!
4,My cat's favorite!
2,Not the favorite in our house
4,Four cats love it.
4,Our cats love this food
0,This stuff is bad!
0,Wrong hat and misleading description
0,Taste good but gave me gas =(
3,A++ Taffy
4,low calorie and my dogs love!
4,handy for cooking Asian recipes
4,different
4,Delicious honey
2,Great beef look
4,Family favorite - looks like steak!
4,Great food!
3,What's in this?
4,High Quality Jerky.
4,Honey bbq delight
4,Great Jerky
4,Looks Good And Tastes Good
