PhraseId,SentenceId,Phrase,Sentiment,Bert_Loss,Bert_Logits,RoBerta_Loss,RoBerta_Logits
505,18,Hong Kong movie,2,"tensor(0.4800, grad_fn=<NllLossBackward>)","tensor([[-0.0342,  0.4503]], grad_fn=<AddmmBackward>)","tensor(0.7611, grad_fn=<NllLossBackward>)","tensor([[ 0.0012, -0.1305]], grad_fn=<AddmmBackward>)"
506,18,Hong,2,"tensor(0.5376, grad_fn=<NllLossBackward>)","tensor([[-0.0562,  0.2836]], grad_fn=<AddmmBackward>)","tensor(0.7575, grad_fn=<NllLossBackward>)","tensor([[-0.0032, -0.1281]], grad_fn=<AddmmBackward>)"
507,18,Kong movie,2,"tensor(0.4605, grad_fn=<NllLossBackward>)","tensor([[-0.0564,  0.4800]], grad_fn=<AddmmBackward>)","tensor(0.7573, grad_fn=<NllLossBackward>)","tensor([[-0.0047, -0.1291]], grad_fn=<AddmmBackward>)"
508,18,Kong,2,"tensor(0.5550, grad_fn=<NllLossBackward>)","tensor([[0.0072, 0.3058]], grad_fn=<AddmmBackward>)","tensor(0.7575, grad_fn=<NllLossBackward>)","tensor([[-0.0056, -0.1303]], grad_fn=<AddmmBackward>)"
509,18,movie,2,"tensor(0.5219, grad_fn=<NllLossBackward>)","tensor([[0.0249, 0.4028]], grad_fn=<AddmmBackward>)","tensor(0.7577, grad_fn=<NllLossBackward>)","tensor([[-0.0014, -0.1266]], grad_fn=<AddmmBackward>)"
510,18,despite its mainland setting,2,"tensor(0.6201, grad_fn=<NllLossBackward>)","tensor([[0.1159, 0.2677]], grad_fn=<AddmmBackward>)","tensor(0.7618, grad_fn=<NllLossBackward>)","tensor([[-0.0051, -0.1379]], grad_fn=<AddmmBackward>)"
511,18,despite,2,"tensor(0.6692, grad_fn=<NllLossBackward>)","tensor([[0.1702, 0.2186]], grad_fn=<AddmmBackward>)","tensor(0.7592, grad_fn=<NllLossBackward>)","tensor([[-0.0058, -0.1337]], grad_fn=<AddmmBackward>)"
512,18,its mainland setting,3,"tensor(0.5648, grad_fn=<NllLossBackward>)","tensor([[0.0472, 0.3230]], grad_fn=<AddmmBackward>)","tensor(0.7602, grad_fn=<NllLossBackward>)","tensor([[-0.0040, -0.1338]], grad_fn=<AddmmBackward>)"
513,18,its,2,"tensor(0.4643, grad_fn=<NllLossBackward>)","tensor([[-0.0908,  0.4352]], grad_fn=<AddmmBackward>)","tensor(0.7570, grad_fn=<NllLossBackward>)","tensor([[-0.0055, -0.1294]], grad_fn=<AddmmBackward>)"
514,18,mainland setting,2,"tensor(0.5241, grad_fn=<NllLossBackward>)","tensor([[0.0121, 0.3848]], grad_fn=<AddmmBackward>)","tensor(0.7627, grad_fn=<NllLossBackward>)","tensor([[-0.0011, -0.1357]], grad_fn=<AddmmBackward>)"
515,18,mainland,2,"tensor(0.4987, grad_fn=<NllLossBackward>)","tensor([[-0.0229,  0.4132]], grad_fn=<AddmmBackward>)","tensor(0.7633, grad_fn=<NllLossBackward>)","tensor([[-0.0002, -0.1358]], grad_fn=<AddmmBackward>)"
516,18,setting,2,"tensor(0.5722, grad_fn=<NllLossBackward>)","tensor([[0.0322, 0.2909]], grad_fn=<AddmmBackward>)","tensor(0.7591, grad_fn=<NllLossBackward>)","tensor([[-0.0045, -0.1323]], grad_fn=<AddmmBackward>)"
517,19,As inept as big-screen remakes of The Avengers and The Wild Wild West .,1,"tensor(0.4443, grad_fn=<NllLossBackward>)","tensor([[-0.1043,  0.4766]], grad_fn=<AddmmBackward>)","tensor(0.7615, grad_fn=<NllLossBackward>)","tensor([[ 0.0010, -0.1313]], grad_fn=<AddmmBackward>)"
518,19,As inept as big-screen remakes of The Avengers and The Wild Wild West,2,"tensor(0.4429, grad_fn=<NllLossBackward>)","tensor([[-0.1051,  0.4797]], grad_fn=<AddmmBackward>)","tensor(0.7609, grad_fn=<NllLossBackward>)","tensor([[ 0.0011, -0.1301]], grad_fn=<AddmmBackward>)"
519,19,As inept,1,"tensor(0.5017, grad_fn=<NllLossBackward>)","tensor([[-0.0135,  0.4149]], grad_fn=<AddmmBackward>)","tensor(0.7532, grad_fn=<NllLossBackward>)","tensor([[-0.0112, -0.1280]], grad_fn=<AddmmBackward>)"
520,19,As,2,"tensor(0.5975, grad_fn=<NllLossBackward>)","tensor([[0.0482, 0.2495]], grad_fn=<AddmmBackward>)","tensor(0.7500, grad_fn=<NllLossBackward>)","tensor([[-0.0099, -0.1206]], grad_fn=<AddmmBackward>)"
521,19,inept,1,"tensor(0.5521, grad_fn=<NllLossBackward>)","tensor([[0.0071, 0.3126]], grad_fn=<AddmmBackward>)","tensor(0.7578, grad_fn=<NllLossBackward>)","tensor([[-0.0047, -0.1301]], grad_fn=<AddmmBackward>)"
522,19,as big-screen remakes of The Avengers and The Wild Wild West,1,"tensor(0.5475, grad_fn=<NllLossBackward>)","tensor([[0.0516, 0.3677]], grad_fn=<AddmmBackward>)","tensor(0.7662, grad_fn=<NllLossBackward>)","tensor([[ 0.0116, -0.1296]], grad_fn=<AddmmBackward>)"
523,19,big-screen remakes of The Avengers and The Wild Wild West,2,"tensor(0.4427, grad_fn=<NllLossBackward>)","tensor([[-0.0554,  0.5300]], grad_fn=<AddmmBackward>)","tensor(0.7690, grad_fn=<NllLossBackward>)","tensor([[ 0.0121, -0.1343]], grad_fn=<AddmmBackward>)"
524,19,big-screen remakes,2,"tensor(0.4903, grad_fn=<NllLossBackward>)","tensor([[-0.0535,  0.4042]], grad_fn=<AddmmBackward>)","tensor(0.7656, grad_fn=<NllLossBackward>)","tensor([[ 0.0038, -0.1362]], grad_fn=<AddmmBackward>)"
525,19,big-screen,2,"tensor(0.4403, grad_fn=<NllLossBackward>)","tensor([[-0.1251,  0.4670]], grad_fn=<AddmmBackward>)","tensor(0.7662, grad_fn=<NllLossBackward>)","tensor([[ 0.0064, -0.1346]], grad_fn=<AddmmBackward>)"
526,19,remakes,2,"tensor(0.4778, grad_fn=<NllLossBackward>)","tensor([[-0.0279,  0.4624]], grad_fn=<AddmmBackward>)","tensor(0.7616, grad_fn=<NllLossBackward>)","tensor([[-0.0009, -0.1334]], grad_fn=<AddmmBackward>)"
527,19,of The Avengers and The Wild Wild West,2,"tensor(0.4474, grad_fn=<NllLossBackward>)","tensor([[-0.0780,  0.4942]], grad_fn=<AddmmBackward>)","tensor(0.7646, grad_fn=<NllLossBackward>)","tensor([[ 0.0062, -0.1321]], grad_fn=<AddmmBackward>)"
528,19,The Avengers and The Wild Wild West,2,"tensor(0.4292, grad_fn=<NllLossBackward>)","tensor([[-0.1185,  0.5050]], grad_fn=<AddmmBackward>)","tensor(0.7659, grad_fn=<NllLossBackward>)","tensor([[ 0.0074, -0.1331]], grad_fn=<AddmmBackward>)"
529,19,The Avengers and,2,"tensor(0.4246, grad_fn=<NllLossBackward>)","tensor([[-0.1553,  0.4814]], grad_fn=<AddmmBackward>)","tensor(0.7650, grad_fn=<NllLossBackward>)","tensor([[ 0.0072, -0.1318]], grad_fn=<AddmmBackward>)"
530,19,The Avengers,2,"tensor(0.4524, grad_fn=<NllLossBackward>)","tensor([[-0.0477,  0.5108]], grad_fn=<AddmmBackward>)","tensor(0.7636, grad_fn=<NllLossBackward>)","tensor([[ 0.0019, -0.1344]], grad_fn=<AddmmBackward>)"
531,19,Avengers,2,"tensor(0.4201, grad_fn=<NllLossBackward>)","tensor([[-0.1207,  0.5291]], grad_fn=<AddmmBackward>)","tensor(0.7642, grad_fn=<NllLossBackward>)","tensor([[ 0.0025, -0.1349]], grad_fn=<AddmmBackward>)"
532,19,The Wild Wild West,3,"tensor(0.5059, grad_fn=<NllLossBackward>)","tensor([[0.0023, 0.4202]], grad_fn=<AddmmBackward>)","tensor(0.7630, grad_fn=<NllLossBackward>)","tensor([[ 0.0005, -0.1346]], grad_fn=<AddmmBackward>)"
533,19,Wild Wild West,2,"tensor(0.4648, grad_fn=<NllLossBackward>)","tensor([[-0.0417,  0.4830]], grad_fn=<AddmmBackward>)","tensor(0.7637, grad_fn=<NllLossBackward>)","tensor([[ 0.0011, -0.1354]], grad_fn=<AddmmBackward>)"
534,19,Wild,3,"tensor(0.4935, grad_fn=<NllLossBackward>)","tensor([[-0.0114,  0.4379]], grad_fn=<AddmmBackward>)","tensor(0.7560, grad_fn=<NllLossBackward>)","tensor([[-0.0048, -0.1268]], grad_fn=<AddmmBackward>)"
535,19,Wild West,2,"tensor(0.4453, grad_fn=<NllLossBackward>)","tensor([[-0.0585,  0.5197]], grad_fn=<AddmmBackward>)","tensor(0.7638, grad_fn=<NllLossBackward>)","tensor([[ 0.0021, -0.1346]], grad_fn=<AddmmBackward>)"
536,19,West,2,"tensor(0.4906, grad_fn=<NllLossBackward>)","tensor([[-0.0398,  0.4172]], grad_fn=<AddmmBackward>)","tensor(0.7605, grad_fn=<NllLossBackward>)","tensor([[ 0.0021, -0.1284]], grad_fn=<AddmmBackward>)"
537,20,It 's everything you 'd expect -- but nothing more .,2,"tensor(0.4917, grad_fn=<NllLossBackward>)","tensor([[-0.0441,  0.4099]], grad_fn=<AddmmBackward>)","tensor(0.7615, grad_fn=<NllLossBackward>)","tensor([[ 0.0008, -0.1316]], grad_fn=<AddmmBackward>)"
538,20,'s everything you 'd expect -- but nothing more .,1,"tensor(0.4880, grad_fn=<NllLossBackward>)","tensor([[-0.0274,  0.4361]], grad_fn=<AddmmBackward>)","tensor(0.7645, grad_fn=<NllLossBackward>)","tensor([[ 0.0013, -0.1366]], grad_fn=<AddmmBackward>)"
539,20,'s everything you 'd expect -- but nothing more,2,"tensor(0.4802, grad_fn=<NllLossBackward>)","tensor([[-0.0403,  0.4435]], grad_fn=<AddmmBackward>)","tensor(0.7634, grad_fn=<NllLossBackward>)","tensor([[ 1.1042e-04, -1.3579e-01]], grad_fn=<AddmmBackward>)"
540,20,everything you 'd expect -- but nothing more,1,"tensor(0.4634, grad_fn=<NllLossBackward>)","tensor([[-0.0611,  0.4673]], grad_fn=<AddmmBackward>)","tensor(0.7636, grad_fn=<NllLossBackward>)","tensor([[ 0.0005, -0.1359]], grad_fn=<AddmmBackward>)"
541,20,everything,2,"tensor(0.5186, grad_fn=<NllLossBackward>)","tensor([[0.0084, 0.3945]], grad_fn=<AddmmBackward>)","tensor(0.7586, grad_fn=<NllLossBackward>)","tensor([[-0.0027, -0.1296]], grad_fn=<AddmmBackward>)"
542,20,you 'd expect -- but nothing more,1,"tensor(0.4674, grad_fn=<NllLossBackward>)","tensor([[-0.0782,  0.4396]], grad_fn=<AddmmBackward>)","tensor(0.7653, grad_fn=<NllLossBackward>)","tensor([[ 0.0013, -0.1382]], grad_fn=<AddmmBackward>)"
543,20,'d expect -- but nothing more,2,"tensor(0.5168, grad_fn=<NllLossBackward>)","tensor([[-0.0371,  0.3534]], grad_fn=<AddmmBackward>)","tensor(0.7672, grad_fn=<NllLossBackward>)","tensor([[-0.0038, -0.1467]], grad_fn=<AddmmBackward>)"
544,20,'d,2,"tensor(0.5567, grad_fn=<NllLossBackward>)","tensor([[0.0278, 0.3224]], grad_fn=<AddmmBackward>)","tensor(0.7586, grad_fn=<NllLossBackward>)","tensor([[-0.0065, -0.1333]], grad_fn=<AddmmBackward>)"
545,20,expect -- but nothing more,2,"tensor(0.4681, grad_fn=<NllLossBackward>)","tensor([[-0.0904,  0.4255]], grad_fn=<AddmmBackward>)","tensor(0.7675, grad_fn=<NllLossBackward>)","tensor([[ 0.0014, -0.1421]], grad_fn=<AddmmBackward>)"
546,20,expect -- but nothing,2,"tensor(0.5113, grad_fn=<NllLossBackward>)","tensor([[-0.0279,  0.3764]], grad_fn=<AddmmBackward>)","tensor(0.7661, grad_fn=<NllLossBackward>)","tensor([[ 0.0002, -0.1408]], grad_fn=<AddmmBackward>)"
547,20,expect --,2,"tensor(0.4681, grad_fn=<NllLossBackward>)","tensor([[-0.0691,  0.4469]], grad_fn=<AddmmBackward>)","tensor(0.7642, grad_fn=<NllLossBackward>)","tensor([[ 0.0021, -0.1352]], grad_fn=<AddmmBackward>)"
548,20,expect,2,"tensor(0.5275, grad_fn=<NllLossBackward>)","tensor([[-0.0278,  0.3365]], grad_fn=<AddmmBackward>)","tensor(0.7661, grad_fn=<NllLossBackward>)","tensor([[ 0.0011, -0.1400]], grad_fn=<AddmmBackward>)"
549,20,but nothing,2,"tensor(0.5791, grad_fn=<NllLossBackward>)","tensor([[0.0632, 0.3060]], grad_fn=<AddmmBackward>)","tensor(0.7574, grad_fn=<NllLossBackward>)","tensor([[-0.0074, -0.1319]], grad_fn=<AddmmBackward>)"
550,20,nothing,1,"tensor(0.5461, grad_fn=<NllLossBackward>)","tensor([[0.0268, 0.3464]], grad_fn=<AddmmBackward>)","tensor(0.7564, grad_fn=<NllLossBackward>)","tensor([[-0.0034, -0.1262]], grad_fn=<AddmmBackward>)"
551,20,more,2,"tensor(0.4865, grad_fn=<NllLossBackward>)","tensor([[-0.0339,  0.4334]], grad_fn=<AddmmBackward>)","tensor(0.7629, grad_fn=<NllLossBackward>)","tensor([[ 0.0057, -0.1292]], grad_fn=<AddmmBackward>)"
552,21,"Best indie of the year , so far .",4,"tensor(0.4258, grad_fn=<NllLossBackward>)","tensor([[-0.1704,  0.4628]], grad_fn=<AddmmBackward>)","tensor(0.7646, grad_fn=<NllLossBackward>)","tensor([[ 0.0024, -0.1357]], grad_fn=<AddmmBackward>)"
553,21,Best,4,"tensor(0.5106, grad_fn=<NllLossBackward>)","tensor([[-0.0231,  0.3829]], grad_fn=<AddmmBackward>)","tensor(0.7599, grad_fn=<NllLossBackward>)","tensor([[ 0.0006, -0.1287]], grad_fn=<AddmmBackward>)"
554,21,"indie of the year , so far .",3,"tensor(0.4208, grad_fn=<NllLossBackward>)","tensor([[-0.1877,  0.4602]], grad_fn=<AddmmBackward>)","tensor(0.7685, grad_fn=<NllLossBackward>)","tensor([[ 0.0054, -0.1401]], grad_fn=<AddmmBackward>)"
555,21,"indie of the year , so far",4,"tensor(0.4216, grad_fn=<NllLossBackward>)","tensor([[-0.1869,  0.4587]], grad_fn=<AddmmBackward>)","tensor(0.7679, grad_fn=<NllLossBackward>)","tensor([[ 0.0049, -0.1394]], grad_fn=<AddmmBackward>)"
556,21,"indie of the year ,",3,"tensor(0.4394, grad_fn=<NllLossBackward>)","tensor([[-0.1859,  0.4088]], grad_fn=<AddmmBackward>)","tensor(0.7700, grad_fn=<NllLossBackward>)","tensor([[ 0.0094, -0.1389]], grad_fn=<AddmmBackward>)"
557,21,indie of the year,3,"tensor(0.4436, grad_fn=<NllLossBackward>)","tensor([[-0.1468,  0.4361]], grad_fn=<AddmmBackward>)","tensor(0.7642, grad_fn=<NllLossBackward>)","tensor([[ 0.0026, -0.1347]], grad_fn=<AddmmBackward>)"
558,21,indie,2,"tensor(0.5526, grad_fn=<NllLossBackward>)","tensor([[0.0209, 0.3250]], grad_fn=<AddmmBackward>)","tensor(0.7645, grad_fn=<NllLossBackward>)","tensor([[ 0.0024, -0.1355]], grad_fn=<AddmmBackward>)"
559,21,of the year,2,"tensor(0.4724, grad_fn=<NllLossBackward>)","tensor([[-0.0859,  0.4185]], grad_fn=<AddmmBackward>)","tensor(0.7591, grad_fn=<NllLossBackward>)","tensor([[-0.0037, -0.1315]], grad_fn=<AddmmBackward>)"
560,21,the year,2,"tensor(0.5446, grad_fn=<NllLossBackward>)","tensor([[-0.0077,  0.3154]], grad_fn=<AddmmBackward>)","tensor(0.7587, grad_fn=<NllLossBackward>)","tensor([[-0.0038, -0.1309]], grad_fn=<AddmmBackward>)"
561,21,year,2,"tensor(0.5195, grad_fn=<NllLossBackward>)","tensor([[0.0058, 0.3897]], grad_fn=<AddmmBackward>)","tensor(0.7546, grad_fn=<NllLossBackward>)","tensor([[-0.0064, -0.1257]], grad_fn=<AddmmBackward>)"
562,21,so far,2,"tensor(0.4903, grad_fn=<NllLossBackward>)","tensor([[-0.0401,  0.4176]], grad_fn=<AddmmBackward>)","tensor(0.7639, grad_fn=<NllLossBackward>)","tensor([[-1.0194e-04, -1.3695e-01]], grad_fn=<AddmmBackward>)"
563,21,far,2,"tensor(0.5451, grad_fn=<NllLossBackward>)","tensor([[0.0017, 0.3235]], grad_fn=<AddmmBackward>)","tensor(0.7565, grad_fn=<NllLossBackward>)","tensor([[-0.0072, -0.1301]], grad_fn=<AddmmBackward>)"
564,22,"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications .",3,"tensor(0.4871, grad_fn=<NllLossBackward>)","tensor([[-0.1124,  0.3535]], grad_fn=<AddmmBackward>)","tensor(0.7619, grad_fn=<NllLossBackward>)","tensor([[ 0.0035, -0.1297]], grad_fn=<AddmmBackward>)"
565,22,"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",3,"tensor(0.4889, grad_fn=<NllLossBackward>)","tensor([[-0.1142,  0.3471]], grad_fn=<AddmmBackward>)","tensor(0.7629, grad_fn=<NllLossBackward>)","tensor([[ 0.0050, -0.1300]], grad_fn=<AddmmBackward>)"
566,22,"Hatfield and Hicks make the oddest of couples , and",2,"tensor(0.4602, grad_fn=<NllLossBackward>)","tensor([[-0.1358,  0.4013]], grad_fn=<AddmmBackward>)","tensor(0.7672, grad_fn=<NllLossBackward>)","tensor([[ 0.0059, -0.1372]], grad_fn=<AddmmBackward>)"
567,22,"Hatfield and Hicks make the oddest of couples ,",2,"tensor(0.4883, grad_fn=<NllLossBackward>)","tensor([[-0.0449,  0.4180]], grad_fn=<AddmmBackward>)","tensor(0.7669, grad_fn=<NllLossBackward>)","tensor([[ 0.0064, -0.1362]], grad_fn=<AddmmBackward>)"
568,22,Hatfield and Hicks make the oddest of couples,2,"tensor(0.4587, grad_fn=<NllLossBackward>)","tensor([[-0.1255,  0.4157]], grad_fn=<AddmmBackward>)","tensor(0.7639, grad_fn=<NllLossBackward>)","tensor([[ 0.0037, -0.1331]], grad_fn=<AddmmBackward>)"
569,22,Hatfield and Hicks,2,"tensor(0.4584, grad_fn=<NllLossBackward>)","tensor([[-0.1261,  0.4158]], grad_fn=<AddmmBackward>)","tensor(0.7641, grad_fn=<NllLossBackward>)","tensor([[-1.2594e-04, -1.3724e-01]], grad_fn=<AddmmBackward>)"
570,22,Hatfield and,2,"tensor(0.4828, grad_fn=<NllLossBackward>)","tensor([[-0.1046,  0.3723]], grad_fn=<AddmmBackward>)","tensor(0.7645, grad_fn=<NllLossBackward>)","tensor([[-0.0009, -0.1390]], grad_fn=<AddmmBackward>)"
571,22,Hatfield,2,"tensor(0.5313, grad_fn=<NllLossBackward>)","tensor([[-0.0135,  0.3416]], grad_fn=<AddmmBackward>)","tensor(0.7608, grad_fn=<NllLossBackward>)","tensor([[-0.0049, -0.1359]], grad_fn=<AddmmBackward>)"
572,22,Hicks,2,"tensor(0.5840, grad_fn=<NllLossBackward>)","tensor([[0.0329, 0.2645]], grad_fn=<AddmmBackward>)","tensor(0.7600, grad_fn=<NllLossBackward>)","tensor([[-0.0047, -0.1343]], grad_fn=<AddmmBackward>)"
573,22,make the oddest of couples,2,"tensor(0.5127, grad_fn=<NllLossBackward>)","tensor([[-0.0276,  0.3731]], grad_fn=<AddmmBackward>)","tensor(0.7660, grad_fn=<NllLossBackward>)","tensor([[ 0.0066, -0.1341]], grad_fn=<AddmmBackward>)"
574,22,make,2,"tensor(0.5527, grad_fn=<NllLossBackward>)","tensor([[0.0271, 0.3309]], grad_fn=<AddmmBackward>)","tensor(0.7551, grad_fn=<NllLossBackward>)","tensor([[ 0.0013, -0.1189]], grad_fn=<AddmmBackward>)"
575,22,the oddest of couples,2,"tensor(0.5198, grad_fn=<NllLossBackward>)","tensor([[-0.0147,  0.3685]], grad_fn=<AddmmBackward>)","tensor(0.7640, grad_fn=<NllLossBackward>)","tensor([[ 0.0050, -0.1320]], grad_fn=<AddmmBackward>)"
576,22,the oddest,2,"tensor(0.5024, grad_fn=<NllLossBackward>)","tensor([[-0.0150,  0.4118]], grad_fn=<AddmmBackward>)","tensor(0.7655, grad_fn=<NllLossBackward>)","tensor([[ 0.0023, -0.1374]], grad_fn=<AddmmBackward>)"
577,22,oddest,1,"tensor(0.5298, grad_fn=<NllLossBackward>)","tensor([[0.0105, 0.3692]], grad_fn=<AddmmBackward>)","tensor(0.7653, grad_fn=<NllLossBackward>)","tensor([[ 0.0035, -0.1360]], grad_fn=<AddmmBackward>)"
578,22,of couples,2,"tensor(0.5005, grad_fn=<NllLossBackward>)","tensor([[-0.0498,  0.3816]], grad_fn=<AddmmBackward>)","tensor(0.7613, grad_fn=<NllLossBackward>)","tensor([[ 0.0037, -0.1282]], grad_fn=<AddmmBackward>)"
579,22,couples,2,"tensor(0.4850, grad_fn=<NllLossBackward>)","tensor([[-0.0555,  0.4159]], grad_fn=<AddmmBackward>)","tensor(0.7619, grad_fn=<NllLossBackward>)","tensor([[ 0.0005, -0.1326]], grad_fn=<AddmmBackward>)"
580,22,"in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",3,"tensor(0.4768, grad_fn=<NllLossBackward>)","tensor([[-0.0905,  0.4024]], grad_fn=<AddmmBackward>)","tensor(0.7595, grad_fn=<NllLossBackward>)","tensor([[-0.0024, -0.1309]], grad_fn=<AddmmBackward>)"
581,22,in this sense,2,"tensor(0.5954, grad_fn=<NllLossBackward>)","tensor([[0.0764, 0.2826]], grad_fn=<AddmmBackward>)","tensor(0.7612, grad_fn=<NllLossBackward>)","tensor([[-0.0052, -0.1370]], grad_fn=<AddmmBackward>)"
582,22,this sense,2,"tensor(0.5299, grad_fn=<NllLossBackward>)","tensor([[0.0298, 0.3882]], grad_fn=<AddmmBackward>)","tensor(0.7615, grad_fn=<NllLossBackward>)","tensor([[-0.0026, -0.1350]], grad_fn=<AddmmBackward>)"
583,22,"the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",2,"tensor(0.4688, grad_fn=<NllLossBackward>)","tensor([[-0.0762,  0.4377]], grad_fn=<AddmmBackward>)","tensor(0.7590, grad_fn=<NllLossBackward>)","tensor([[-0.0023, -0.1300]], grad_fn=<AddmmBackward>)"
584,22,the movie,2,"tensor(0.5941, grad_fn=<NllLossBackward>)","tensor([[0.0933, 0.3022]], grad_fn=<AddmmBackward>)","tensor(0.7596, grad_fn=<NllLossBackward>)","tensor([[ 0.0005, -0.1282]], grad_fn=<AddmmBackward>)"
585,22,"becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",2,"tensor(0.4440, grad_fn=<NllLossBackward>)","tensor([[-0.1272,  0.4545]], grad_fn=<AddmmBackward>)","tensor(0.7577, grad_fn=<NllLossBackward>)","tensor([[ 1.7256e-05, -1.2526e-01]], grad_fn=<AddmmBackward>)"
586,22,"becomes a study of the gambles of the publishing world ,",2,"tensor(0.4001, grad_fn=<NllLossBackward>)","tensor([[-0.2182,  0.4912]], grad_fn=<AddmmBackward>)","tensor(0.7575, grad_fn=<NllLossBackward>)","tensor([[ 0.0010, -0.1239]], grad_fn=<AddmmBackward>)"
587,22,becomes a study of the gambles of the publishing world,2,"tensor(0.4072, grad_fn=<NllLossBackward>)","tensor([[-0.1699,  0.5181]], grad_fn=<AddmmBackward>)","tensor(0.7574, grad_fn=<NllLossBackward>)","tensor([[ 0.0023, -0.1223]], grad_fn=<AddmmBackward>)"
588,22,becomes,2,"tensor(0.4509, grad_fn=<NllLossBackward>)","tensor([[-0.0886,  0.4739]], grad_fn=<AddmmBackward>)","tensor(0.7576, grad_fn=<NllLossBackward>)","tensor([[-0.0026, -0.1276]], grad_fn=<AddmmBackward>)"
589,22,a study of the gambles of the publishing world,2,"tensor(0.4590, grad_fn=<NllLossBackward>)","tensor([[-0.0845,  0.4559]], grad_fn=<AddmmBackward>)","tensor(0.7602, grad_fn=<NllLossBackward>)","tensor([[ 0.0050, -0.1249]], grad_fn=<AddmmBackward>)"
590,22,a study,2,"tensor(0.6103, grad_fn=<NllLossBackward>)","tensor([[0.1032, 0.2765]], grad_fn=<AddmmBackward>)","tensor(0.7576, grad_fn=<NllLossBackward>)","tensor([[-0.0009, -0.1259]], grad_fn=<AddmmBackward>)"
591,22,study,2,"tensor(0.5126, grad_fn=<NllLossBackward>)","tensor([[-0.0267,  0.3743]], grad_fn=<AddmmBackward>)","tensor(0.7626, grad_fn=<NllLossBackward>)","tensor([[ 0.0017, -0.1328]], grad_fn=<AddmmBackward>)"
592,22,of the gambles of the publishing world,2,"tensor(0.4145, grad_fn=<NllLossBackward>)","tensor([[-0.1406,  0.5256]], grad_fn=<AddmmBackward>)","tensor(0.7606, grad_fn=<NllLossBackward>)","tensor([[ 0.0059, -0.1247]], grad_fn=<AddmmBackward>)"
593,22,the gambles of the publishing world,2,"tensor(0.4464, grad_fn=<NllLossBackward>)","tensor([[-0.0605,  0.5145]], grad_fn=<AddmmBackward>)","tensor(0.7605, grad_fn=<NllLossBackward>)","tensor([[ 0.0057, -0.1248]], grad_fn=<AddmmBackward>)"
594,22,the gambles,2,"tensor(0.4417, grad_fn=<NllLossBackward>)","tensor([[-0.0917,  0.4964]], grad_fn=<AddmmBackward>)","tensor(0.7627, grad_fn=<NllLossBackward>)","tensor([[ 0.0053, -0.1293]], grad_fn=<AddmmBackward>)"
595,22,gambles,2,"tensor(0.4584, grad_fn=<NllLossBackward>)","tensor([[-0.0905,  0.4516]], grad_fn=<AddmmBackward>)","tensor(0.7591, grad_fn=<NllLossBackward>)","tensor([[-0.0039, -0.1318]], grad_fn=<AddmmBackward>)"
596,22,of the publishing world,2,"tensor(0.4980, grad_fn=<NllLossBackward>)","tensor([[-0.0588,  0.3790]], grad_fn=<AddmmBackward>)","tensor(0.7583, grad_fn=<NllLossBackward>)","tensor([[-0.0026, -0.1288]], grad_fn=<AddmmBackward>)"
597,22,the publishing world,2,"tensor(0.5237, grad_fn=<NllLossBackward>)","tensor([[-0.0243,  0.3494]], grad_fn=<AddmmBackward>)","tensor(0.7590, grad_fn=<NllLossBackward>)","tensor([[-0.0020, -0.1297]], grad_fn=<AddmmBackward>)"
598,22,publishing world,2,"tensor(0.4988, grad_fn=<NllLossBackward>)","tensor([[-0.0451,  0.3907]], grad_fn=<AddmmBackward>)","tensor(0.7610, grad_fn=<NllLossBackward>)","tensor([[-0.0032, -0.1345]], grad_fn=<AddmmBackward>)"
599,22,publishing,2,"tensor(0.5282, grad_fn=<NllLossBackward>)","tensor([[-0.0188,  0.3439]], grad_fn=<AddmmBackward>)","tensor(0.7624, grad_fn=<NllLossBackward>)","tensor([[ 0.0008, -0.1332]], grad_fn=<AddmmBackward>)"
600,22,world,2,"tensor(0.4866, grad_fn=<NllLossBackward>)","tensor([[-0.0297,  0.4375]], grad_fn=<AddmmBackward>)","tensor(0.7561, grad_fn=<NllLossBackward>)","tensor([[-0.0060, -0.1281]], grad_fn=<AddmmBackward>)"
601,22,offering a case study that exists apart from all the movie 's political ramifications,2,"tensor(0.5241, grad_fn=<NllLossBackward>)","tensor([[-0.0078,  0.3648]], grad_fn=<AddmmBackward>)","tensor(0.7579, grad_fn=<NllLossBackward>)","tensor([[-0.0033, -0.1289]], grad_fn=<AddmmBackward>)"
602,22,offering,2,"tensor(0.6052, grad_fn=<NllLossBackward>)","tensor([[0.0845, 0.2689]], grad_fn=<AddmmBackward>)","tensor(0.7643, grad_fn=<NllLossBackward>)","tensor([[ 0.0036, -0.1339]], grad_fn=<AddmmBackward>)"
